violation_text,violation_reason,law_name,article_no,penalty_guide,correction_suggestion
"가족 재산 현황 기재","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"보호자 직업 및 직위 작성","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"본적 기재 필수","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"등록기준지 입력","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"출생지 작성","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"고향을 적어 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"출신지역을 작성해 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"혼인 여부 체크 필수","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"기혼/미혼 여부 입력","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"결혼 여부를 선택해 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"자녀 수를 기재해 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"출산 계획 유무를 표시해 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"동거 가족 사항 작성","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"가족관계 및 가족 성명을 적어 주세요","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"배우자 직업 작성","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"가족 소득 수준 기재","출신지역, 등록기준지, 혼인 여부, 가족의 학력·직업·재산 같은 정보는 구직자 본인의 직무 수행 능력과 무관하며 배경이나 사생활을 기준으로 편견을 유발할 수 있어 수집이 금지된다.","채용절차법","제4조의3","500만 원 이하의 과태료","가족사항과 출신 배경 항목을 삭제하고 본인의 경력, 기술, 자격만 받도록 서식을 수정합니다."
"채용검진 비용은 본인 부담입니다","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"건강검진비 5만 원은 지원자 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"신체검사 후 영수증 없이 개별 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"면접 응시료 3만 원 납부","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"실기전형 심사비 입금 후 접수","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"인적성 검사 비용은 본인 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"적성검사 응시료 결제 필수","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"보건증 발급비는 지원자가 부담합니다","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"증명사진 촬영비는 개인 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"채용 전형 참가비 1만 원 납부","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"채용 신체검사서 발급 비용 개인 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"전형 수수료 입금 확인 후 서류 접수","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"사전 검진비는 추후 환급 없이 본인 부담","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"채용평가 비용을 선납해 주세요","채용심사를 위해 필요한 비용은 원칙적으로 구인자가 부담해야 하므로, 건강검진비·신체검사비·증명사진비·실기심사비 등을 지원자에게 부담시키면 법 위반 소지가 있다.","채용절차법","제9조","시정명령 대상, 불이행 시 300만 원 이하의 과태료","채용심사에 필요한 비용은 회사가 부담하거나 사후 전액 환급한다고 명시합니다."
"제출 서류는 일체 반환하지 않습니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"접수된 서류는 반환 불가","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"모든 지원서류는 회사에서 보관하며 반환하지 않습니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"불합격자 서류는 별도 반환하지 않음","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"제출 서류는 폐기되므로 반환 요청 불가","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"서류 반환 요청은 받지 않습니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"반환 우편료는 지원자 본인 부담","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"서류 회송 택배비는 지원자가 부담합니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"서류 반환 시 착불 발송됩니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"반환 비용은 합격 여부와 무관하게 개인 부담","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"채용서류 반환 절차는 별도 안내하지 않습니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"채용서류 보관 및 파기 기준은 고지하지 않습니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"반환 청구 기간은 채용 확정 후 3일 이내","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"채용서류 반환 여부는 회사 방침에 따릅니다","채용서류는 법정 절차에 따라 반환청구권을 보장해야 하므로, 반환 불가를 일괄 선언하거나 반환 비용을 지원자에게 넘기거나 반환·보관·파기 절차를 사전에 알리지 않으면 구직자의 권리를 침해할 수 있다.","채용절차법","제11조 제1항, 제11조 제5항, 제11조 제6항","제11조 제1항·제5항 위반은 시정명령 대상, 불이행 시 300만 원 이하의 과태료 / 제11조 제6항 위반은 300만 원 이하의 과태료","채용서류 반환 가능 여부, 반환 청구 방법, 청구 기간, 비용 부담 주체, 보관·파기 절차를 공고문에 명확히 기재합니다."
"장애인 지원 불가","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
"장애인은 채용 대상에서 제외","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
"비장애인만 지원 가능","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
"장애 등록자는 지원할 수 없습니다","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
"장애 이력이 있는 분은 지원 불가","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
"장애가 없는 분만 모집","장애를 이유로 지원 자체를 금지하거나 배제하면 장애인의 직무능력과 무관하게 채용 기회를 차단하는 것이므로 채용 단계의 차별 표현으로 판단될 소지가 크다.","장애인고용법","제5조 제2항","「장애인고용촉진 및 직업재활법」제86조는 인식개선교육·신고 등 일부 위반에 한해 300만 원 이하 등 과태료를 규정. 제5조제2항 채용 단계 장애인 차별 표현은 손해배상·구제신청 등 「장애인차별금지 및 권리구제 등에 관한 법률」 등과 실무상 연계되므로 별도 법률 검토 권장","장애 여부와 무관하게 직무 수행 가능성과 필요한 지원 제공 가능성을 기준으로 평가합니다."
